,name,gender,country,country_code,discipline,discipline_code,url,Age
8911,SAGSTROM Madelene,Female,Sweden,SWE,Golf,GLF,../../../en/results/golf/athlete-profile-n1429174-sagstrom-madelene.htm,31
8912,SAGUIROU Badamassi,Male,Niger,NIG,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1379449-saguirou-badamassi.htm,22
8913,SAHLI Hamza,Male,Morocco,MAR,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1425745-sahli-hamza.htm,31
8914,SAHNOUNE Oussama,Male,Algeria,ALG,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1377623-sahnoune-oussama.htm,31
8915,SAHROM Muhammad Shah Firdaus,Male,Malaysia,MAS,Cycling Track,CTR,../../../en/results/cycling-track/athlete-profile-n1459315-sahrom-muhammad-shah-firdaus.htm,28
8916,SAHUTOGLU Tugce,Female,Turkey,TUR,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1365571-sahutoglu-tugce.htm,36
8917,SAIBOU Joshiko,Male,Germany,GER,Basketball,BKB,../../../en/results/basketball/athlete-profile-n1327305-saibou-joshiko.htm,34
8918,SAID Abdel,Male,Egypt,EGY,Equestrian,EQU,../../../en/results/equestrian/athlete-profile-n1396373-said-abdel.htm,34
8919,SAILI Alena,Female,New Zealand,NZL,Rugby Sevens,RUG,../../../en/results/rugby-sevens/athlete-profile-n1473855-saili-alena.htm,25
8920,SAITO Ami,Female,Japan,JPN,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1447805-saito-ami.htm,24
8921,SAITO Koki,Male,Japan,JPN,Equestrian,EQU,../../../en/results/equestrian/athlete-profile-n1312848-saito-koki.htm,34
8922,SAITO Toshiya,Male,Japan,JPN,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1315105-saito-toshiya.htm,27
8923,SAJDAK Maria,Female,Poland,POL,Rowing,ROW,../../../en/results/rowing/athlete-profile-n1316428-sajdak-maria.htm,32
8924,SAJINA Aishath,Female,Maldives,MDV,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1399565-sajina-aishath.htm,27
8925,SAJNOK Szymon,Male,Poland,POL,Cycling Track,CTR,../../../en/results/cycling-track/athlete-profile-n1378394-sajnok-szymon.htm,26
8926,SAKA Berke,Male,Turkey,TUR,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1373946-saka-berke.htm,20
8927,SAKAI Hiroki,Male,Japan,JPN,Football,FBL,../../../en/results/football/athlete-profile-n1330657-sakai-hiroki.htm,34
8928,SAKAI Motoki,Male,Japan,JPN,Handball,HBL,../../../en/results/handball/athlete-profile-n1315277-sakai-motoki.htm,28
8929,SAKAI Natsumi,Female,Japan,JPN,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1315951-sakai-natsumi.htm,22
8930,SAKAI Ryosuke,Male,Japan,JPN,Trampoline Gymnastics,GTR,../../../en/results/trampoline-gymnastics/athlete-profile-n1319263-sakai-ryosuke.htm,26
8932,SAKAKIBARA Saya,Female,Australia,AUS,Cycling BMX Racing,BMX,../../../en/results/cycling-bmx-racing/athlete-profile-n1329714-sakakibara-saya.htm,24
8933,SAKAMOTO Hayato,Male,Japan,JPN,Baseball/Softball,BSB,../../../en/results/baseball-softball/athlete-profile-n1336363-sakamoto-hayato.htm,35
8934,SAKCI Huseyin,Male,Turkey,TUR,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1373931-sakci-huseyin.htm,26
8935,SAKHARUK Mariia,Female,Ukraine,UKR,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1444806-sakharuk-mariia.htm,28
8936,SAKKARI Maria,Female,Greece,GRE,Tennis,TEN,../../../en/results/tennis/athlete-profile-n1478393-sakkari-maria.htm,28
8937,SAKOBI MATSHU Marcelat,Female,Democratic Republic of the Congo,COD,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1297023-sakobi-matshu-marcelat.htm,28
8938,SALADIN TOLENTINO Veronica Estela,Female,Dominican Republic,DOM,Weightlifting,WLF,../../../en/results/weightlifting/athlete-profile-n1398774-saladin-tolentino-veronica-estela.htm,32
8939,SALADUKHA Olha,Female,Ukraine,UKR,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1444805-saladukha-olha.htm,41
8940,SALAH ORABI ABDELGAWWAD Abdelrahman,Male,Egypt,EGY,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1288666-salah-orabi-abdelgawwad-abdelrahman.htm,36
8941,SALAMAN Dayshalee,Female,Puerto Rico,PUR,Basketball,BKB,../../../en/results/basketball/athlete-profile-n1292789-salaman-dayshalee.htm,34
8942,SALAMANA Wessam,Male,EOR,EOR,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1485480-salamana-wessam.htm,38
8943,SALAMATINA Valeriia,Female,ROC,ROC,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1431580-salamatina-valeriia.htm,25
8944,SALAS Fernando,Male,Mexico,MEX,Baseball/Softball,BSB,../../../en/results/baseball-softball/athlete-profile-n1311183-salas-fernando.htm,39
8945,SALAS PEREZ Reineris,Male,Cuba,CUB,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1311274-salas-perez-reineris.htm,37
8946,SALAZAR ARCE Tamara Yajaira,Female,Ecuador,ECU,Weightlifting,WLF,../../../en/results/weightlifting/athlete-profile-n1462160-salazar-arce-tamara-yajaira.htm,26
8947,SALAZAR Jose Andres,Male,El Salvador,ESA,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1325765-salazar-jose-andres.htm,27
8948,SALAZAR VAZQUEZ Lizbeth Yareli,Female,Mexico,MEX,Cycling Road,CRD,../../../en/results/cycling-road/athlete-profile-n1298553-salazar-vazquez-lizbeth-yareli.htm,27
8949,SALCEDO CODAZI Cristian Camilo,Male,Colombia,COL,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1444361-salcedo-codazi-cristian-camilo.htm,31
8950,SALCUTAN Tatiana,Female,Republic of Moldova,MDA,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1380613-salcutan-tatiana.htm,23
8951,SALDANA LOPEZ Sara,Female,Spain,ESP,Artistic Swimming,SWA,../../../en/results/artistic-swimming/athlete-profile-n1325850-saldana-lopez-sara.htm,23
8952,SALEH Ahmed,Male,Egypt,EGY,Table Tennis,TTE,../../../en/results/table-tennis/athlete-profile-n1296765-saleh-ahmed.htm,44
8953,SALEH Salma,Female,Egypt,EGY,Rhythmic Gymnastics,GRY,../../../en/results/rhythmic-gymnastics/athlete-profile-n1318823-saleh-salma.htm,20
8954,SALEHI Arman,Male,Islamic Republic of Iran,IRI,Volleyball,VVO,../../../en/results/volleyball/athlete-profile-n1727764-salehi-arman.htm,31
8955,SALEHI Meisam,Male,Islamic Republic of Iran,IRI,Volleyball,VVO,../../../en/results/volleyball/athlete-profile-n1283087-salehi-meisam.htm,25
8956,SALIM Omar,Male,Hungary,HUN,Taekwondo,TKW,../../../en/results/taekwondo/athlete-profile-n1620753-salim-omar.htm,21
8957,SALINA Daymaro,Male,Portugal,POR,Handball,HBL,../../../en/results/handball/athlete-profile-n1451549-salina-daymaro.htm,36
8958,SALIS Nahuel,Male,Argentina,ARG,Hockey,HOC,../../../en/results/hockey/athlete-profile-n1361885-salis-nahuel.htm,34
8959,SALISBURY Joe,Male,Great Britain,GBR,Tennis,TEN,../../../en/results/tennis/athlete-profile-n1444527-salisbury-joe.htm,32
8960,SALLES ESTEVE Marc,Male,Spain,ESP,Hockey,HOC,../../../en/results/hockey/athlete-profile-n1355365-salles-esteve-marc.htm,37
8961,SALLING Jenn,Female,Canada,CAN,Baseball/Softball,BSB,../../../en/results/baseball-softball/athlete-profile-n1426201-salling-jenn.htm,36
8962,SALMINEN Max,Male,Sweden,SWE,Sailing,SAL,../../../en/results/sailing/athlete-profile-n1337908-salminen-max.htm,35
8963,SALMINEN Senni,Female,Finland,FIN,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1330918-salminen-senni.htm,28
8964,SALMONS Regina,Female,United States of America,USA,Rowing,ROW,../../../en/results/rowing/athlete-profile-n1348334-salmons-regina.htm,27
8965,SALOS Anastasiia,Female,Belarus,BLR,Rhythmic Gymnastics,GRY,../../../en/results/rhythmic-gymnastics/athlete-profile-n1290364-salos-anastasiia.htm,22
8967,SALSABILLA Riau Ega,Male,Indonesia,INA,Archery,ARC,../../../en/results/archery/athlete-profile-n1366160-salsabilla-riau-ega.htm,32
8968,SALUKVADZE Nino,Female,Georgia,GEO,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1285187-salukvadze-nino.htm,55
8969,SALVAN Hadrien,Male,France,FRA,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1331049-salvan-hadrien.htm,26
8971,SAMAAI Ruswahl,Male,South Africa,RSA,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1304871-samaai-ruswahl.htm,32
8972,SAMADOVA Narmina,Female,Azerbaijan,AZE,Rhythmic Gymnastics,GRY,../../../en/results/rhythmic-gymnastics/athlete-profile-n1340921-samadova-narmina.htm,19
8973,SAMANDI Mohamed,Male,Tunisia,TUN,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1436522-samandi-mohamed.htm,37
8974,SAMARA Elizabeta,Female,Romania,ROU,Table Tennis,TTE,../../../en/results/table-tennis/athlete-profile-n1296770-samara-elizabeta.htm,35
8975,SAMBA Abderrahman,Male,Qatar,QAT,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1328855-samba-abderrahman.htm,28
8976,SAMBA-MAYELA Cyrena,Female,France,FRA,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1395516-samba-mayela-cyrena.htm,23
8977,SAMDAN Eray,Male,Turkey,TUR,Karate,KTE,../../../en/results/karate/athlete-profile-n1325280-samdan-eray.htm,26
8978,SAMED Shakul,Male,Ghana,GHA,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1366956-samed-shakul.htm,25
8979,SAMELE Luigi,Male,Italy,ITA,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1312472-samele-luigi.htm,36
8980,SAMER Mohab,Male,Egypt,EGY,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1321984-samer-mohab.htm,28
8981,SAMER Shahd,Female,Egypt,EGY,Artistic Swimming,SWA,../../../en/results/artistic-swimming/athlete-profile-n1361558-samer-shahd.htm,21
8982,SAMOOJA Kalle,Male,Finland,FIN,Golf,GLF,../../../en/results/golf/athlete-profile-n1308794-samooja-kalle.htm,36
8983,SAMPAIO Patricia,Female,Portugal,POR,Judo,JUD,../../../en/results/judo/athlete-profile-n1465990-sampaio-patricia.htm,24
8984,SAMPSON Dane,Male,Australia,AUS,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1349673-sampson-dane.htm,37
8985,SAMRAN Korntawat,Male,Thailand,THA,Equestrian,EQU,../../../en/results/equestrian/athlete-profile-n1475245-samran-korntawat.htm,26
8986,SAMUEL Jamile,Female,Netherlands,NED,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1476243-samuel-jamile.htm,32
8987,SAN MARTIN Carlos Andres,Male,Colombia,COL,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1410896-san-martin-carlos-andres.htm,30
8988,SANAA Youssef,Male,Egypt,EGY,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1323437-sanaa-youssef.htm,23
8989,SANAD Mohammad,Male,Egypt,EGY,Handball,HBL,../../../en/results/handball/athlete-profile-n1302940-sanad-mohammad.htm,33
8990,SANAHUJA Bernat,Male,Spain,ESP,Water Polo,WPO,../../../en/results/water-polo/athlete-profile-n1325932-sanahuja-bernat.htm,23
8991,SANAYEV Nurislam,Male,Kazakhstan,KAZ,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1374175-sanayev-nurislam.htm,33
8992,SANCHEZ Amanda,Female,Mexico,MEX,Baseball/Softball,BSB,../../../en/results/baseball-softball/athlete-profile-n1306744-sanchez-amanda.htm,27
8993,SANCHEZ Angel,Male,Dominican Republic,DOM,Baseball/Softball,BSB,../../../en/results/baseball-softball/athlete-profile-n1899275-sanchez-angel.htm,34
8994,SANCHEZ Dayana Erika Iohanna,Female,Argentina,ARG,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1360301-sanchez-dayana-erika-iohanna.htm,31
8995,SANCHEZ GONZALEZ Maria Elena,Female,Spain,ESP,Water Polo,WPO,../../../en/results/water-polo/athlete-profile-n1325933-sanchez-gonzalez-maria-elena.htm,29
8996,SANCHEZ HERRERO Ricardo,Male,Spain,ESP,Hockey,HOC,../../../en/results/hockey/athlete-profile-n1355367-sanchez-herrero-ricardo.htm,31
8997,SANCHEZ JAIME Sandra,Female,Spain,ESP,Karate,KTE,../../../en/results/karate/athlete-profile-n1337340-sanchez-jaime-sandra.htm,42
8998,SANCHEZ Jorge,Male,Mexico,MEX,Football,FBL,../../../en/results/football/athlete-profile-n1303049-sanchez-jorge.htm,26
8999,SANCHEZ Jose Luis,Male,Mexico,MEX,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1293999-sanchez-jose-luis.htm,37
9000,SANCHEZ Kayla,Female,Canada,CAN,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1459675-sanchez-kayla.htm,23
9001,SANCHEZ LOPEZ David,Male,Spain,ESP,Weightlifting,WLF,../../../en/results/weightlifting/athlete-profile-n1306465-sanchez-lopez-david.htm,29
9002,SANCHEZ Luis Angel,Male,Guatemala,GUA,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1286621-sanchez-luis-angel.htm,30
9003,SANCHEZ Matias,Male,Argentina,ARG,Volleyball,VVO,../../../en/results/volleyball/athlete-profile-n1366275-sanchez-matias.htm,27
9004,SANCHEZ MOCCIA Rocio,Female,Argentina,ARG,Hockey,HOC,../../../en/results/hockey/athlete-profile-n1361805-sanchez-moccia-rocio.htm,35
9005,SANCHEZ RODRIGUEZ Yudari,Female,Cuba,CUB,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1311257-sanchez-rodriguez-yudari.htm,26
9006,SANCHEZ Ryan,Male,Puerto Rico,PUR,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1285682-sanchez-ryan.htm,25
9007,SANCHEZ Sasagi,Male,Mexico,MEX,Baseball/Softball,BSB,../../../en/results/baseball-softball/athlete-profile-n1460525-sanchez-sasagi.htm,29
9008,SANCHEZ Ursula Patricia,Female,Mexico,MEX,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1307588-sanchez-ursula-patricia.htm,36
9009,SANCHEZ-MIGALLON NARANJO Miguel,Male,Spain,ESP,Handball,HBL,../../../en/results/handball/athlete-profile-n1314317-sanchez-migallon-naranjo-miguel.htm,29
9010,SANCHEZ-VALLADARES Pablo,Male,Spain,ESP,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1349279-sanchez-valladares-pablo.htm,26
9011,SANCHO Alejandro,Male,United States of America,USA,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1347814-sancho-alejandro.htm,30
9012,SANCHO CHINCHILA Ian,Male,Costa Rica,CRC,Judo,JUD,../../../en/results/judo/athlete-profile-n1292060-sancho-chinchila-ian.htm,31
9013,SANCOV Alexei,Male,Republic of Moldova,MDA,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1380628-sancov-alexei.htm,24
9014,SANDELL Lukas,Male,Sweden,SWE,Handball,HBL,../../../en/results/handball/athlete-profile-n1408742-sandell-lukas.htm,27
9015,SANDER Taylor,Male,United States of America,USA,Volleyball,VVO,../../../en/results/volleyball/athlete-profile-n1298766-sander-taylor.htm,32
9016,SANDERS Gillian,Female,South Africa,RSA,Triathlon,TRI,../../../en/results/triathlon/athlete-profile-n1297380-sanders-gillian.htm,42
9017,SANDERS Manuel,Male,Germany,GER,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1347189-sanders-manuel.htm,26
9019,SANDERS Storm,Female,Australia,AUS,Tennis,TEN,../../../en/results/tennis/athlete-profile-n1483863-sanders-storm.htm,29
9020,SANDERS Tyler,Male,Canada,CAN,Volleyball,VVO,../../../en/results/volleyball/athlete-profile-n1433392-sanders-tyler.htm,32
9022,SANDGREN Tennys,Male,United States of America,USA,Tennis,TEN,../../../en/results/tennis/athlete-profile-n1323780-sandgren-tennys.htm,32
9023,SANDOVAL Alvaro,Male,Mexico,MEX,Modern Pentathlon,MPN,../../../en/results/modern-pentathlon/athlete-profile-n1348759-sandoval-alvaro.htm,33
9024,SANES Adriel,Male,"Virgin Islands, US",ISV,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1353906-sanes-adriel.htm,25
9026,SANFORD Wyatt,Male,Canada,CAN,Boxing,BOX,../../../en/results/boxing/athlete-profile-n1451090-sanford-wyatt.htm,25
9027,SANGALA Stefan,Female,Congo,CGO,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1291737-sangala-stefan.htm,29
9028,SANHUEZA Eber,Male,Chile,CHI,Rowing,ROW,../../../en/results/rowing/athlete-profile-n1310208-sanhueza-eber.htm,26
9029,SANI BROWN Abdul Hakim,Male,Japan,JPN,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1313112-sani-brown-abdul-hakim.htm,25
9030,SANITA Andre,Male,Germany,GER,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1309656-sanita-andre.htm,32
9031,SANSORES Carlos,Male,Mexico,MEX,Taekwondo,TKW,../../../en/results/taekwondo/athlete-profile-n1293779-sansores-carlos.htm,26
9032,SANTANA MARIN Jose Luis,Male,Mexico,MEX,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1308173-santana-marin-jose-luis.htm,34
9033,SANTANA PEGUERO Crismery Dominga,Female,Dominican Republic,DOM,Weightlifting,WLF,../../../en/results/weightlifting/athlete-profile-n1398757-santana-peguero-crismery-dominga.htm,29
9034,SANTANDREA Martina,Female,Italy,ITA,Rhythmic Gymnastics,GRY,../../../en/results/rhythmic-gymnastics/athlete-profile-n1343111-santandrea-martina.htm,24
9035,SANTARELLI Andrea,Male,Italy,ITA,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1312448-santarelli-andrea.htm,30
9036,SANTAVY Boady Robert,Male,Canada,CAN,Weightlifting,WLF,../../../en/results/weightlifting/athlete-profile-n1402571-santavy-boady-robert.htm,27
9037,SANTESTEBAN GONZALEZ Ane,Female,Spain,ESP,Cycling Road,CRD,../../../en/results/cycling-road/athlete-profile-n1341883-santesteban-gonzalez-ane.htm,33
9038,SANTIAGO Manny,Male,Puerto Rico,PUR,Skateboarding,SKB,../../../en/results/skateboarding/athlete-profile-n1288070-santiago-manny.htm,38
9039,SANTIS Gabriela,Female,Guatemala,GUA,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1296118-santis-gabriela.htm,27
9040,SANTOS,Male,Brazil,BRA,Football,FBL,../../../en/results/football/athlete-profile-n1351460-santos.htm,34
9041,SANTOS Alexis,Male,Portugal,POR,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1467112-santos-alexis.htm,32
9042,SANTOS Eduardo Yudy,Male,Brazil,BRA,Judo,JUD,../../../en/results/judo/athlete-profile-n1338114-santos-eduardo-yudy.htm,29
9043,SANTOS Francisco Rogerio,Male,Portugal,POR,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1467123-santos-francisco-rogerio.htm,25
9044,SANTOS Gabriel,Male,Brazil,BRA,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1328994-santos-gabriel.htm,28
9045,SANTOS Geovanna,Female,Brazil,BRA,Rhythmic Gymnastics,GRY,../../../en/results/rhythmic-gymnastics/athlete-profile-n1335243-santos-geovanna.htm,22
9046,SANTOS Isac,Male,Brazil,BRA,Volleyball,VVO,../../../en/results/volleyball/athlete-profile-n1353831-santos-isac.htm,33
9047,SANTOS Leticia,Female,Brazil,BRA,Football,FBL,../../../en/results/football/athlete-profile-n1351594-santos-leticia.htm,29
9048,SANTOS LISBOA Eduarda,Female,Brazil,BRA,Beach Volleyball,VBV,../../../en/results/beach-volleyball/athlete-profile-n1353813-santos-lisboa-eduarda.htm,25
9049,SANTOS Luguelin,Male,Dominican Republic,DOM,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1388945-santos-luguelin.htm,31
9050,SANTOS Melanie,Female,Portugal,POR,Triathlon,TRI,../../../en/results/triathlon/athlete-profile-n1451030-santos-melanie.htm,28
9051,SANTOS Natalia,Female,Angola,ANG,Handball,HBL,../../../en/results/handball/athlete-profile-n1444464-santos-natalia.htm,37
9053,SANTOS SILVA Emily M.,Female,Panama,PAN,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1375287-santos-silva-emily-m-.htm,18
9054,SANTUCCIO Alberta,Female,Italy,ITA,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1334783-santuccio-alberta.htm,29
9055,SANZ LANZ Mateo,Male,Switzerland,SUI,Sailing,SAL,../../../en/results/sailing/athlete-profile-n1466344-sanz-lanz-mateo.htm,30
9056,SANZULLO Mario,Male,Italy,ITA,Marathon Swimming,OWS,../../../en/results/marathon-swimming/athlete-profile-n1343295-sanzullo-mario.htm,30
9057,SAPINA Ivan,Male,Croatia,CRO,Taekwondo,TKW,../../../en/results/taekwondo/athlete-profile-n1383818-sapina-ivan.htm,24
9058,SARAIVA Flavia,Female,Brazil,BRA,Artistic Gymnastics,GAR,../../../en/results/artistic-gymnastics/athlete-profile-n1335240-saraiva-flavia.htm,24
9059,SARAVANAN Vishnu,Male,India,IND,Sailing,SAL,../../../en/results/sailing/athlete-profile-n1301725-saravanan-vishnu.htm,25
9060,SARAVI Mohammadhadi,Male,Islamic Republic of Iran,IRI,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1288223-saravi-mohammadhadi.htm,26
9061,SARITOV Albert,Male,Romania,ROU,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1301149-saritov-albert.htm,38
9062,SARMENTO Matthew Brandon,Male,Canada,CAN,Hockey,HOC,../../../en/results/hockey/athlete-profile-n1433899-sarmento-matthew-brandon.htm,32
9063,SARMIENTO MELIAN Daniel,Male,Spain,ESP,Handball,HBL,../../../en/results/handball/athlete-profile-n1314316-sarmiento-melian-daniel.htm,40
9064,SARNA Angelika,Female,Poland,POL,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1324402-sarna-angelika.htm,26
9065,SARNACKI Maciej,Male,Poland,POL,Judo,JUD,../../../en/results/judo/athlete-profile-n1308060-sarnacki-maciej.htm,37
9066,SARNECKI Rafal,Male,Poland,POL,Cycling Track,CTR,../../../en/results/cycling-track/athlete-profile-n1319649-sarnecki-rafal.htm,34
9067,SARNOBAT Rahi,Female,India,IND,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1315834-sarnobat-rahi.htm,33
9068,SAROSI Laura,Female,Hungary,HUN,Badminton,BDM,../../../en/results/badminton/athlete-profile-n1312429-sarosi-laura.htm,31
9069,SAROUNOVA Nikola,Female,Czech Republic,CZE,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1408566-sarounova-nikola.htm,29
9070,SARROU Jordan,Male,France,FRA,Cycling Mountain Bike,MTB,../../../en/results/cycling-mountain-bike/athlete-profile-n1321182-sarrou-jordan.htm,31
9071,SARUNI Michael,Male,Kenya,KEN,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1402372-saruni-michael.htm,29
9072,SASAKI Chizuru,Female,Japan,JPN,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1428840-sasaki-chizuru.htm,38
9073,SASAKI Haruno,Female,Japan,JPN,Handball,HBL,../../../en/results/handball/athlete-profile-n1315288-sasaki-haruno.htm,29
9074,SASMA Ersu,Male,Turkey,TUR,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1365570-sasma-ersu.htm,24
9075,SASNAL Gabriela,Female,Poland,POL,Artistic Gymnastics,GAR,../../../en/results/artistic-gymnastics/athlete-profile-n1310634-sasnal-gabriela.htm,31
9076,SASO Yuka,Female,Philippines,PHI,Golf,GLF,../../../en/results/golf/athlete-profile-n1481184-saso-yuka.htm,22
9077,SASSI Khaoula,Female,Tunisia,TUN,Canoe Sprint,CSP,../../../en/results/canoe-sprint/athlete-profile-n1425526-sassi-khaoula.htm,26
9078,SASSON Or,Male,Israel,ISR,Judo,JUD,../../../en/results/judo/athlete-profile-n1283101-sasson-or.htm,33
9079,SASTIN Marianna,Female,Hungary,HUN,Wrestling,WRE,../../../en/results/wrestling/athlete-profile-n1334405-sastin-marianna.htm,40
9080,SATCHELL Paige,Female,New Zealand,NZL,Football,FBL,../../../en/results/football/athlete-profile-n1475742-satchell-paige.htm,26
9081,SATES Matthew,Male,South Africa,RSA,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1323371-sates-matthew.htm,20
9082,SATILA Ana,Female,Brazil,BRA,Canoe Slalom,CSL,../../../en/results/canoe-slalom/athlete-profile-n1329177-satila-ana.htm,28
9083,SATO Ayano,Female,Japan,JPN,Canoe Slalom,CSL,../../../en/results/canoe-slalom/athlete-profile-n1313805-sato-ayano.htm,27
9084,SATO Eiken,Male,Japan,JPN,Equestrian,EQU,../../../en/results/equestrian/athlete-profile-n1312845-sato-eiken.htm,38
9085,SATO Kentaro,Male,Japan,JPN,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1319451-sato-kentaro.htm,29
9086,SATO Nozomi,Female,Japan,JPN,Fencing,FEN,../../../en/results/fencing/athlete-profile-n1315138-sato-nozomi.htm,37
9087,SATO Shoma,Male,Japan,JPN,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1315913-sato-shoma.htm,23
9088,SATORANSKY Tomas,Male,Czech Republic,CZE,Basketball,BKB,../../../en/results/basketball/athlete-profile-n1432565-satoransky-tomas.htm,32
9089,SAUBIDET BIRKNER Francisco Cruz,Male,Argentina,ARG,Sailing,SAL,../../../en/results/sailing/athlete-profile-n1365236-saubidet-birkner-francisco-cruz.htm,25
9090,SAUDER Theo,Male,Canada,CAN,Rugby Sevens,RUG,../../../en/results/rugby-sevens/athlete-profile-n1450972-sauder-theo.htm,28
9091,SAUER Martin,Male,Germany,GER,Rowing,ROW,../../../en/results/rowing/athlete-profile-n1331599-sauer-martin.htm,41
9092,SAUERBRUNN Becky,Female,United States of America,USA,Football,FBL,../../../en/results/football/athlete-profile-n1332235-sauerbrunn-becky.htm,38
9093,SAUGSTRUP Magnus,Male,Denmark,DEN,Handball,HBL,../../../en/results/handball/athlete-profile-n1367091-saugstrup-magnus.htm,27
9094,SAUNDERS Callum,Male,New Zealand,NZL,Cycling Track,CTR,../../../en/results/cycling-track/athlete-profile-n1470181-saunders-callum.htm,28
9095,SAUNDERS Jacob,Male,Canada,CAN,Sailing,SAL,../../../en/results/sailing/athlete-profile-n1418915-saunders-jacob.htm,32
9096,SAUNDERS Raven,Female,United States of America,USA,Athletics,ATH,../../../en/results/athletics/athlete-profile-n1458831-saunders-raven.htm,28
9097,SAURABH Chaudhary,Male,India,IND,Shooting,SHO,../../../en/results/shooting/athlete-profile-n1315746-saurabh-chaudhary.htm,22
9098,SAUVOUREL Chloe,Female,Central African Republic,CAF,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1321485-sauvourel-chloe.htm,23
9099,SAUZE VALDEZ Victoria,Female,Argentina,ARG,Hockey,HOC,../../../en/results/hockey/athlete-profile-n1361778-sauze-valdez-victoria.htm,32
9100,SAVANIER Teji,Male,France,FRA,Football,FBL,../../../en/results/football/athlete-profile-n1884285-savanier-teji.htm,32
9101,SAVARD Katerine,Female,Canada,CAN,Swimming,SWM,../../../en/results/swimming/athlete-profile-n1459658-savard-katerine.htm,31
9102,SAVCHUK Anastasiya,Female,Ukraine,UKR,Artistic Swimming,SWA,../../../en/results/artistic-swimming/athlete-profile-n1449827-savchuk-anastasiya.htm,28
9103,SAVELKOULS Tessie,Female,Netherlands,NED,Judo,JUD,../../../en/results/judo/athlete-profile-n1457616-savelkouls-tessie.htm,32
